dataset_name,--dedups,--maps-and-filters argument,--filter-short-documents,--preprocessings,Reasons to remove
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_pseudocrawl-filtered_545_www_detik_com,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_300,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_wikipedia/data,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_pseudocrawl-filtered_549_www_cnnindonesia_com,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_300,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_pseudocrawl-filtered_572_tirto_id,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_300,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_id_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_id_indonesian_news_articles_2017/data,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_id_indo4b,dedup_document dedup_template_soft filter_remove_empty_docs,KILL,filter_small_docs_bytes_300,KILL,"overlap with other datasets, useful sources extracted to lm_id_indo4b_{SOURCE}"
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-as_wiktionary_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space ,
bigscience-catalogue-lm-data/lm_indic-as_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,,dedup_document filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-as_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-as_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-as_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,,dedup_document filter_remove_empty_docs filter_wiki_user_titles ,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-as_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type ,
bigscience-catalogue-lm-data/lm_indic-bn_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-bn_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-bn dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-bn dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_bangla_sentiment_classification_datasets,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-bn_wikivoyage_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-bn dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-bn dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-bn_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-bn dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-bn dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_bengali_question_answering,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-bn_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-bn_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-bn_bangla_lm,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-gu_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-gu dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-gu dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-gu_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-gu dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-gu dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-gu_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-gu_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-gu_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikimedia_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikiversity_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikivoyage_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_qedcorpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-hi dedup_template_soft  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_pseudocrawl-filtered_515_www_aajtak_in,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_300,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-hi_pseudocrawl-filtered_667_www_bhaskar_com,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs,remove_lines_with_code,filter_small_docs_bytes_300,dedup_document_on_url dedup_document dedup_pseudocrawl_newspapers filter_remove_empty_docs remove_lines_with_code filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_iitb_english_hindi_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-hi_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-kn_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-kn_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-kn_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-kn dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-kn dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-kn_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-kn_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-kn dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-kn dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-kn_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-kn_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type remove_wiki_mojibake,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type remove_wiki_mojibake filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-kn_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-kn_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ml_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ml dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ml dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ml_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ml dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ml dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ml_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-ml dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-ml dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_open_subtitles,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ml_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-ml_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ml_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-mr_wikiquote_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-mr dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-mr dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-mr_wiktionary_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-mr dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-mr dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-mr_wikibooks_filtered/data,dedup_document filter_remove_empty_docs split_sentences_indic-mr dedup_template_soft,filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs split_sentences_indic-mr dedup_template_soft filter_wiki_user_titles filter_wiki_non_text_type replace_newline_with_space filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_ted_talks_iwslt,dedup_document filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_pib,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-mr_wikipedia/data,dedup_document filter_remove_empty_docs,filter_wiki_user_titles,filter_small_docs_bytes_300,dedup_document filter_remove_empty_docs filter_wiki_user_titles filter_small_docs_bytes_300,
/gpfswork/rech/six/uty16tp/dataset/tokenization/bigscience-catalogue-lm-data/lm_indic-mr_wikisource_filtered/data,dedup_document dedup_template_soft filter_remove_empty_docs,filter_wiki_user_titles filter_wiki_non_text_type,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs filter_wiki_user_titles filter_wiki_non_text_type filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_samanantar,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-mr_indic_nlp_corpus,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-ne_unsupervised_cross_lingual_representation_learning_at_scale,dedup_document dedup_template_soft filter_remove_empty_docs,,filter_small_docs_bytes_300,dedup_document dedup_template_soft filter_remove_empty_docs  filter_small_docs_bytes_300,
bigscience-catalogue-lm-data/lm_indic-or_bloom,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-or_mkb,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-or_opus100,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
bigscience-catalogue-lm-data/lm_indic-or_odiencorp,dedup_document dedup_template_soft filter_remove_empty_docs,,,dedup_document dedup_template_soft filter_remove_empty_docs  ,
